	2007-06-02_1 Relative Abundance (%)	2007-07-05_1 Relative Abundance (%)	2007-08-17_1 Relative Abundance (%)	2007-10-19_1 Relative Abundance (%)	2007-11-09_1 Relative Abundance (%)	2007-12-14_1 Relative Abundance (%)	2008-01-15_1 Relative Abundance (%)	2008-02-20_1 Relative Abundance (%)	2008-04-16_1 Relative Abundance (%)	2008-05-21_1 Relative Abundance (%)	2008-06-11_1 Relative Abundance (%)	2008-08-18_1 Relative Abundance (%)	2008-09-19_1 Relative Abundance (%)	2008-10-08_1 Relative Abundance (%)	2008-11-13_1 Relative Abundance (%)	2008-12-15_1 Relative Abundance (%)	2009-01-12_1 Relative Abundance (%)	2009-02-13_1 Relative Abundance (%)	2009-03-25_1 Relative Abundance (%)	2009-04-17_1 Relative Abundance (%)	2009-05-26_1 Relative Abundance (%)	2009-06-09_1 Relative Abundance (%)	2009-07-20_1 Relative Abundance (%)	2009-08-24_1 Relative Abundance (%)	2009-09-10_1 Relative Abundance (%)	2009-10-19_1 Relative Abundance (%)	2009-11-19_1 Relative Abundance (%)	2009-12-15_1 Relative Abundance (%)
PROT_40	0.26963812	0.2180184	0.35405535	0.4002301	0.41146305	0.23310831	0.25319552	0.09634583	0.13905007	0.3810157	0.5061361	0.7260796	0.8450908	1.062148	0.7939423	0.6191687	0.58332586	0.24631238	0.54427683	0.51610553	0.75047463	0.5896823	0.22556633	0.31314266	0.2995008	0.45277247	0.47534767	0.3199012
PATE_66	0.08918605	0.26413155	0.08451882	0.032217737	0.01393157	0.18238938	0.42565015	0.06657593	0.009357206	0.11762997	0.1583483	0.17614864	0.12201777	0.14688906	0.21178259	0.05641318	0.01700758	0	0	0.09720633	0.107362606	0.05852415	0.025372664	0.028455114	0.08970518	0.034918163	0.18846016	0
PROT_45	0.1756116	0.120012626	0.06766459	0.104456685	0.092167236	0.17847195	0.21968438	0.18524274	0.45673907	0.22280009	0.16123174	0.13446288	0.23848021	0.072800145	0.044516828	0.08730778	0.19361733	0.18891388	0.15286714	0.20299277	0.12367876	0.19747333	0.06949868	0.058772005	0.04368753	0.054119118	0.017347565	0.020626726
PATE_18	0.06525655	0.06913951	0.12852268	0	0.021873439	0.012968651	0.1316332	0.038203456	0.3228156	0.15199156	0.27831167	0.1268932	0.026525471	0.01927335	0.015953882	0.04448592	0.025522854	0.14581385	0.04372292	0.040240813	0.19669697	0.10470182	0.009500895	0.012551882	0	0	0	0
ACTI_12	0.27561802	0.23953937	0.67539734	0.1601588	0.1009923	0.41504857	0.56281716	0.4454085	0.15649687	0.18820749	0.41357872	0.22662154	0.16741928	0.078526236	0.22909158	0.39359787	0.28530368	0.14275467	0.066502124	0.059188403	0.11589961	0.19139506	0.13067532	0.09123881	0.07072221	0.053612698	0.10905144	0.08191754
PROT_135	0.061340515	0.07905472	0.13591136	0.10839738	0.113116026	0.09970953	0.09432019	0.07769112	0.16603076	0.13439484	0.13398296	0.1881175	0.05795163	0.04943226	0.12929359	0.081219606	0.13960364	0.10668943	0.17976291	0.14779714	0.14530692	0.13516913	0.08306045	0.083515905	0.065248735	0.10145809	0.098747745	0.10878902
PROT_104	0.14817557	0.11837833	0.2085115	0.09034405	0.1017422	0.11132949	0.07362932	0.14323962	0.20219685	0.2591105	0.35300267	0.3274274	0.28694877	0.23459575	0.18915865	0.16361316	0.15838897	0.18176244	0.23124959	0.16860777	0.24176763	0.24989644	0.28696895	0.24920908	0.20406164	0.23088433	0.27085662	0.21640623
PATE_26	0	0.020152748	0	0	0	0	0	0	0.43968427	0.19682287	0.05453765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_89	0.18511528	0.061049066	0.021607576	0.02021882	0.022692807	0.03837816	0.040318985	0.18529108	0.29906097	0.30036825	0.27676934	0.016869897	0.017893277	0.015727887	0.01392556	0.017695148	0.01934756	0.035808094	0.040693983	0.04042366	0.1005363	0.119482726	0.026695015	0.01633388	0.012161701	0.025985703	0.017616102	0.02764252
EREM_02	0.068409435	0.18767487	0.1941994	0.06518809	0.0875576	0.074959695	0.06211163	0.019212851	0.010766032	0.014476481	0.01734112	0.08153823	0.11868851	0.054521844	0.06761528	0.015892819	0.009310664	0	0	0	0.02330878	0.041538082	0.17868835	0.08851022	0.0910125	0.1014189	0.11478309	0.05137918
PROT_197	0.01601165	0.032980654	0.010281372	0	0	0	0.026284438	0.11768436	0.10431212	0.092304766	0.075098276	0.029078478	0	0.009388826	0.017258272	0.017719867	0.021840042	0.1438992	0.16514985	0.060592573	0.033008516	0.020485938	0.017974086	0	0.022251727	0	0	0.01804712
PLAN_51	0.11895093	0.19329876	0.1955112	0.44208223	0.40273383	0.2403729	0.1221772	0.03107415	0.018761784	0.020697031	0.032751452	0.1468591	0.4108663	0.30250308	0.07805638	0.025666373	0.011396156	0	0	0	0	0.009564079	0.038017996	0.03997753	0.04462823	0.17964856	0.11164969	0.064557776
PROT_98	0.27414462	0.118173756	0.120633736	0.1651492	0.17219791	0.3546627	0.42588183	0.3027154	0.20873767	0.17190212	0.19762036	0.1525428	0.26552537	0.45629886	0.25593072	0.23585038	0.2714008	0.1698167	0.15915476	0.2674487	0.20249493	0.24885511	0.13184288	0.10216301	0.0698169	0.16729501	0.14769726	0.2059194
PATE_09	0.056596108	0.037576217	0.011787543	0	0	0	0	0.008620597	0.3887208	0.08680158	0.056087542	0.020112198	0.024753107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE_04	0.046479743	0.030336773	0.059129633	0	0.021564996	0	0	0.019640775	0	0.031071357	0.013377515	0.034237325	0.0349356	0	0.18068275	0.10423497	0.012423161	0	0	0	0.038603008	0.039131567	0.16363774	0.13653246	0.08315121	0	0.2895531	0.026036177
FIRM_01	0	0	0	0	0	0	0	0	0	0	0	0	0.42200857	0.15918821	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_52	0.08296182	0.056273084	0.03407789	0.047056857	0.027782513	0.030854452	0.11757373	0.08709362	0.07903131	0.06892872	0.085596435	0.09894803	0.08733435	0.057524733	0.06159276	0.06864633	0.21121094	0.22795618	0.12040981	0.17413321	0.1331728	0.08881751	0.07386367	0.04687422	0.06413669	0.09064009	0.07430799	0.10168432
PROT_127	0.08297337	0.061026283	0.03533334	0.017685074	0.015101572	0.017163094	0	0.037248075	0.04439706	0.17923498	0.15854676	0.12192647	0.04064145	0.028666023	0.069245644	0.059031464	0.052222952	0.07029227	0.08157371	0.06269846	0.10194031	0.07849384	0.051764194	0.055479866	0.044566717	0.033618722	0.042939864	0.06920704
BACT_09	0.08254289	0	0.010720993	0.009162174	0.009623557	0.011616607	0	0	0	0	0	0.310898	0.052003976	0.038543478	0.017330969	0.007210483	0.015332219	0.036977228	0.009191793	0.006869962	0.009510522	0.01395587	0.046709657	0.035360735	0.09045146	0.033969563	0.073470354	0.09751367
PLAN_70	0.045203518	0.03605214	0.09288836	0.13750418	0.09465569	0.057590596	0.05287105	0.018820245	0.023996675	0.016415646	0.026462771	0.09073954	0.1772535	0.09575907	0.038537875	0.019375423	0.016554935	0.012105063	0.010935872	0	0.042421777	0.066591665	0.101131305	0.06603056	0.0768863	0.082799144	0.07587571	0.04636255
PLAN_53	0.045814846	0.026232718	0.03895236	0.029911444	0.026530813	0.035565488	0.022714954	0.01375492	0.04240601	0.09736576	0.14797382	0.0490578	0.063834034	0.07052629	0.06882993	0.044759464	0.04368878	0.044366967	0.05364099	0.023622334	0.038232602	0.06233922	0.086077295	0.076944806	0.084582396	0.050754316	0.044722334	0.03384841
CHLO_47	0	0	0	0	0	0	0	0	0.062607095	0.29931992	0.1826792	0	0	0	0	0	0	0	0.010682657	0	0	0	0	0	0.02384705	0	0	0
BDEL_18	0	0	0	0.029680735	0.05867079	0.03180176	0.015946167	0	0	0	0	0.09405458	0.030395076	0.013806005	0.114043966	0.018859789	0	0	0	0	0	0	0.08279443	0.07371483	0.055518698	0.05452765	0.08331357	0.01337457
VERR_28	0.01862805	0.024157338	0.10164901	0.06335228	0.07245101	0.0293487	0.030675925	0.010918153	0.013673675	0.010094218	0.030706432	0.07810185	0.020981787	0.05502815	0.07277198	0.042141695	0.048807193	0.04620371	0.014476691	0.01275667	0.016399652	0.056881223	0.030870989	0.049778946	0.030501757	0.063005514	0.072498605	0.03004736
ACTI_22	0.12966184	0.06595413	0.02271011	0.062438026	0.04688208	0.17176218	0.27329245	0.060214877	0.18406087	0.1405806	0.05779208	0.0163748	0.019253267	0.014387235	0.018346889	0.14241977	0.22045553	0.068692215	0.052585084	0.10923552	0.10522351	0.118292436	0.02065024	0	0	0	0	0
CHLO_37	0.013789482	0.04536855	0.06987869	0.035329416	0.03215536	0.028884925	0.0305839	0.009322329	0.020382158	0.012747051	0.014869436	0.08432143	0.13444838	0.21408182	0.14307107	0.06444548	0.0553878	0.039482515	0.017937986	0.008846081	0.018608756	0.02558223	0.089800015	0.1738753	0.17097181	0.04636696	0.16034877	0.06848467
BACT_75	0.040351767	0.009475779	0	0	0	0	0	0.2006942	0.048894275	0.031700965	0.021996418	0	0	0	0	0	0	0.011098624	0.032426417	0.10841532	0.056982424	0.02473237	0	0	0.009762519	0.01051071	0	0.02297858
PROT_77	0.28246528	0.2967641	0.29321435	0.30666125	0.42270878	0.6557605	0.73200274	0.34171262	0.28351086	0.16327679	0.22449327	0.1251836	0.15176487	0.14979641	0.3209908	0.19399011	0.31831777	0.22226101	0.21047704	0.25147545	0.42265832	0.39678723	0.20589194	0.09369224	0.08784202	0.07836686	0.095298395	0.11209317
PROT_54	0.23465565	0.27394998	0.23111658	0.41332436	0.40023765	0.32444382	0.15691826	0.0622438	0.05338337	0.059336726	0.07943393	0.2903305	0.26631686	0.10416138	0.08278516	0.061735254	0.05374483	0.02943901	0.019911055	0.016212158	0.044768237	0.07824746	0.1611175	0.09327557	0.08028917	0.13778667	0.087239325	0.05111092
ACTI_54	0.07441544	0.06364668	0.06954546	0.078645684	0.09416366	0.12045339	0.1519014	0.3583484	0.14634885	0.10889948	0.13893238	0.08411775	0.119094715	0.22072917	0.100809775	0.31382823	0.46123192	0.22202839	0.120218985	0.1319126	0.07383975	0.110162914	0.0635269	0.039369613	0.030572565	0.035046082	0.09839019	0.092187285
CHLO_68	0.033936203	0.0673813	0.038683116	0.019178798	0.05400205	0.027565688	0.014799449	0.02232239	0.028478432	0.06772017	0.03497395	0.05674508	0.047170594	0.027764685	0.06622702	0.10146739	0.061576847	0.07288225	0.058020376	0.048048876	0.06546471	0.04875073	0.061945897	0.046786472	0.056137703	0.045798723	0.07319598	0.09731785
PROT_90	0.06894391	0.063205846	0.09893951	0.12307295	0.14594795	0.09394315	0.0781835	0.047513098	0.043076634	0.03075739	0.03128361	0.25046265	0.25022957	0.3484697	0.15960893	0.21774611	0.06430731	0.034774672	0.030150333	0.04632184	0.103408806	0.10041636	0.13901299	0.18019085	0.09772831	0.2546115	0.21247326	0.0729715
VERR_04	0.040380176	0.012373372	0.07873649	0.021717303	0	0	0	0	0	0	0	0	0	0.88708925	0	0.007061171	0.021129236	0.022056818	0	0	0	0	0	0	0	0	0.027039584	0.043442592
BACT_39	0	0	0	0	0	0	0	0.009037706	0.016784413	0.23310591	0.07420974	0.008843569	0	0	0	0	0	0	0	0	0	0	0	0.014419778	0	0.012380392	0	0
PATE_73	0	0	0	0	0	0	0	0.20980233	0	0	0	0	0	0	0	0.7691583	0.59316826	0.09918588	0.90228194	0.11545832	0	0	0	0	0	0	0	0
BACT_125	0.059667554	0.07090719	0.021172728	0	0.022451824	0.020311628	0	0.06022349	0	0.33809432	0.347745	0.2211966	0.022919942	0.010386115	0.03547513	0.019232681	0.013028498	0.11184832	0.090174735	0.03615626	0.13791259	0.06049458	0.17898269	0.35288343	0.24749914	0.15560782	0.07315761	0.23056366
BACT_54	0	0	0	0.06718064	0	0	0	0	0	0.034432836	0.012982905	0	0	0	0.5496357	0.09831908	0.06324668	0.036913726	0	0	0	0	0	0	0	0	0.019019911	0.0195747
CHLO_42	0.094700046	0.054977197	0.07602423	0.022578165	0.08626722	0.02610284	0.014049474	0.023122815	0.027084917	0.06069626	0.081731595	0.050588734	0.024914073	0	0.029486062	0	0	0	0.009306491	0	0.028781109	0.035632692	0.06428177	0.044147097	0.05006549	0.032545004	0.01946631	0.015297008
BACT_34	0.009813655	0.15983525	0.041783664	0.013755972	0	0.007992906	0	0.03675945	0.04692505	0.30236664	0.11517503	0.06070314	0.018512791	0	0	0	0	0	0.011747653	0	0	0	0.013382709	0.08902018	0.06593413	0.018021408	0.013374803	0.009823563
VERR_08	0.008688306	0.010744663	0.017389316	0.018316368	0	0	0.008952727	0.023147915	0.03695524	0.054672137	0.073030375	0.098681085	0.06754747	0.11218327	0.049607195	0.02226344	0.011907506	0.008149837	0.010557273	0.01822157	0.009609962	0.022073295	0.026039492	0.036683675	0.01722393	0.043377377	0.051591776	0.029442746
PLAN_43	0.035812266	0.03162235	0.030063236	0.046250638	0.042283755	0.06837159	0.06286476	0.04025093	0.07849536	0.03843837	0.029226953	0.036889985	0.04135293	0.022119125	0.027968537	0.03348665	0.038462464	0.03620563	0.039364975	0.028345224	0.04013261	0.044465706	0.02878665	0.017197695	0.019194262	0.040329486	0.040783457	0.030329153
BACT_19	0.06319934	0.05661768	0.041549604	0.026156887	0.09649232	0.035567343	0.03767806	0.022748979	0.027102469	0.053377476	0.1075479	0.0773513	0.034581885	0.053878643	0.17787848	0.21603575	0.08141156	0.07297692	0.063432366	0.12728219	0.17446592	0.15306734	0.16550131	0.18910542	0.14645563	0.13671009	0.42445347	0.06357829
PLAN_22	0.07388803	0.031051185	0.017955335	0.015870143	0.01535031	0.021728525	0.038765885	0.05297625	0.23646185	0.10126264	0.09128847	0.06836125	0.06373786	0.05557957	0.035912193	0.054435134	0.11395385	0.19672756	0.09672929	0.04161716	0.012117389	0.012690726	0.012239031	0	0.01130718	0.044639233	0.09119242	0.10896607
PATE_78	0	0	0	0	0	0.13293305	0.11238809	0.03099282	0	0	0.02160628	0	0	0.02170533	0.31481385	0.11951519	0.05619165	0.015444431	0.08403755	0.017013082	0.03406617	0.065902725	0.2784433	0	0	0	0	0.2653039
MYXO_26	0.032015502	0.08610136	0.09414727	0.01164371	0.0168655	0.014014748	0	0.06977457	0	0.23637937	0.29951468	0.13040261	0	0	0.18058254	0.037858717	0.010209695	0.14469135	0.06480815	0.07810243	0.118603796	0.07100631	0.04353004	0.2128674	0.14729892	0.059663914	0.14327168	0.05596998
PATE_52	0.10954516	0.12584572	0.09629812	0.085257076	0.033321116	0.19929664	0.020592872	0	0	0.057659935	0.47596917	0.3691942	0.14031525	0.095327765	0.57335526	0.032167155	0	0	0	0	0.029898005	0.036882445	0.25988021	0.32489866	1.2268846	0.15563649	1.8624132	0.016975729
PROT_34	0.06906712	0.05615157	0.054397814	0.111632824	0.08901413	0.09976329	0.08297931	0.053086232	0.12418876	0.058655985	0.049337234	0.040773906	0.08073185	0.065556735	0.058954693	0.069822095	0.10114022	0.06389879	0.053017568	0.054539874	0.0640902	0.06560907	0.037567172	0.035049908	0.03174582	0.075998165	0.046646316	0.054791633
PLAN_38	0.059820056	0.03919349	0.020262875	0.009306544	0.010060515	0.042714708	0.051571205	0.032544173	0.20013905	0.07322792	0.031739447	0.03642969	0.027386814	0.03660185	0.0505927	0.06674359	0.09521183	0.09905877	0.05633091	0.05185876	0.06512149	0.07016784	0.012977854	0.009244133	0	0.021560369	0.054641772	0.059481394
SPIR_01	0.023557732	0.014812278	0.029138438	0.011365387	0	0	0	0.009173883	0.010914807	0.06372508	0.036293093	0.107786335	0	0	0.008505461	0	0	0.011003308	0.010112193	0	0.0747289	0.044393357	0.022055026	0.08564384	0.08042413	0.03341759	0.018225923	0.029226052
PROT_35	0.19625972	0.21008033	0.21652584	0.4401298	0.42602575	0.3326181	0.299624	0.11437142	0.13982968	0.24700364	0.1977955	0.14602645	0.20927472	0.31935436	0.45149472	0.47977182	0.4664072	0.13171446	0.19707733	0.2033854	0.21380916	0.34513706	0.2134946	0.27132678	0.24459398	0.5655572	0.6474765	0.41799703
BACT_118	0.05505114	0.01905354	0	0	0	0	0.032619815	0.07966071	0.024435025	0.0380183	0.05410453	0.018642616	0.009946027	0	0.01213479	0.01909706	0.03478412	0.074287646	0.06877257	0.05040594	0.06202811	0.05713488	0.046008512	0.0349949	0.031242495	0.023056615	0.013421336	0.045446955
PROT_61	0.19023006	0.12093167	0.09770275	0.14380546	0.1538794	0.28246388	0.30930728	0.25216553	0.2223406	0.15833625	0.17485203	0.100992836	0.12474698	0.12857138	0.11627145	0.15647234	0.22593611	0.18978648	0.16550502	0.15931046	0.18527265	0.22428009	0.13023701	0.08921375	0.075261995	0.13038437	0.14048952	0.18990457
PROT_55	0.20995387	0.10326301	0.13299146	0.2530127	0.22144827	0.19718847	0.28416264	0.16394803	0.5873802	0.3489602	0.14447227	0.15976974	0.17552058	0.13552648	0.17765798	0.09417964	0.12616096	0.120295785	0.23418577	0.16406257	0.1422784	0.1322401	0.16744922	0.18400589	0.17648876	0.16614471	0.14345339	0.24278009
BACT_20	0.37500918	0.39676714	0.45698485	0.17510544	0.26642683	0.29347566	0.15520233	0.48721755	0.042848464	0.105334744	0.23353308	0.7750673	0.3073459	0.28507102	0.6388605	0.21549745	0.3683023	0.3741825	0.56588286	0.24150401	0.7225094	0.4365463	1.3550521	1.345006	0.8548103	0.6067887	1.0197651	1.0327096
VERR_20	0.02463591	0.045451358	0.05740949	0.04209845	0.07954778	0.012176294	0.041255325	0.043957546	0.04021233	0.14456587	0.10365024	0.12917265	0.012435967	0.014287056	0.12761268	0.07397894	0.09315271	0.103185184	0.22587954	0.12693025	0.13172819	0.12632549	0.07769725	0.080660716	0.059040878	0.20483997	0.064008914	0.09535071
CHLO_57	0.026376033	0.12948701	0.09263863	0	0.029217746	0.028090036	0	0.12045588	0.015868338	0.412812	0.13801	0.13445884	0	0	0	0	0	0	0	0	0.012380098	0	0	0.012711911	0.015829587	0	0	0
PLAN_71	0.10790131	0.6821961	0.8662229	0.58897126	0.38211453	0.65999347	0.3215975	0.14873189	0.33128834	0.10522012	0.10072592	0.2909369	0.5241364	0.4616399	0.23282182	0.37608796	0.44513112	0.17700854	0.19110894	0.15350787	0.25219572	0.10581633	0.3692328	0.2432283	0.14627063	0.25595465	0.27728856	0.15567593
CHLO_02	0.27082387	0.3256886	0.20862542	0.17163983	0.31189048	0.2991441	0.25072128	0.07390661	0.021216176	0.014647402	0.027769126	0.16540802	0.20572935	0.10118049	0.2584919	0.25140402	0.2230205	0.20549084	0.06617036	0.04417911	0.11002525	0.16713585	0.29361457	0.10825415	0.11666556	0.113138154	0.23459262	0.19169666
PATE_67	0.012474113	0.011353277	0	0	0	0.1594907	0.2603636	0.018798694	0.016715033	0.14591901	0.028742632	0	0	0	0	0	0	0	0.023218818	0.013849933	0	0	0	0	0	0	0	0
ACTI_64	0.057135567	0.07306772	0.062829845	0.12354535	0.21053949	0.10082747	0.10534762	0.024308937	0.032430395	0.03429014	0.05163818	0.10812014	0.14687188	0.24843381	0.22648944	0.16446093	0.16491483	0.12690759	0.19214691	0.2108347	0.13419472	0.13376372	0.16093138	0.093316585	0.17952414	0.18193038	0.3336727	0.20028263
CHLO_77	0.056897588	0.14570986	0.16451347	0.06639307	0.03802672	0.08052478	0.025059521	0.09271264	0.026951896	0.12719306	0.11375045	0.1996678	0.048964415	0.011929186	0.17949775	0.05218719	0.04079741	0.041556653	0.090946004	0.051458597	0.2015145	0.22299616	0.20760725	0.11499304	0.07008639	0.19623299	0.20127131	0.1123861
PROT_64	0.42659384	0.3126111	0.32106546	0.5070688	0.4594789	0.42932957	0.41354656	0.15957406	0.38919488	0.26319113	0.28842184	0.21745493	0.2487425	0.18715289	0.20379251	0.15332243	0.19341147	0.20174652	0.18534759	0.2232216	0.37899315	0.39601877	0.15740684	0.13555582	0.11530954	0.22039042	0.20711176	0.16590504
PATE_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19344583	0.27338997	0.0419829	0	0	0	0	0	0	0	0.19748542	0.054668613	0.027543152	0.033550434
CHLO_12	0	0	0	0	0	0	0	0	0	0	0	0.017151386	0	0.011433936	0.045653556	0.031813383	0.03164353	0.066754565	0.091384105	0.034821022	0.033041537	0.044617437	0.11132701	0.1755899	0.19648437	0.08345081	0.066448785	0.063217685
BACT_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025756117	0.14960395	0.40316904	0.50330603	0.08586359
BACT_69	0.03353695	0	0	0	0	0	0	0.022823554	0.037319887	0.0658904	0.06084874	0.021419683	0	0	0	0.026243636	0.027778361	0.038904384	0.04002347	0.0601456	0.07240675	0.07003346	0.08958241	0.05950228	0.057927296	0.029287202	0.028513562	0.069597155
PROT_91	0.19069277	0.19262987	0.14488488	0.11635059	0.23157617	0.18652469	0.16389701	0.23712446	0.16556144	0.10424886	0.14100479	0.13025884	0.14266123	0.13701808	0.18375865	0.27083567	0.23395722	0.1597194	0.18394619	0.2172214	0.23499954	0.1941227	0.12130311	0.16172373	0.10028694	0.122510575	0.187492	0.17441466
PROT_237	0.010048895	0.02747811	0.024780985	0	0.009990161	0.10648042	0.016499372	0	0.008592269	0	0	0	0.016859613	0.009575062	0.054105464	0.0207353	0.07878012	0.014685358	0.011253444	0.2805857	0	0	0	0.015905997	0.03836649	0.026327644	0	0
CHLO_24	0.012097553	0.04296202	0.068078235	0.034183666	0.03014717	0.029020676	0.030650526	0.008935342	0.020540075	0.012578422	0.015501123	0.085473076	0.13251035	0.21740422	0.15047054	0.06837488	0.0636829	0.04426003	0.019739991	0.00910148	0.019633386	0.027795723	0.10052077	0.21876515	0.20832898	0.054808985	0.19673216	0.079102546
CHLO_43	0.08257137	0.051576138	0.072088316	0.021854348	0.07906602	0.024932144	0.011402028	0.0171006	0.018970888	0.04447962	0.06196175	0.038017895	0.019967483	0	0.024935646	0	0	0	0.013871929	0.009656621	0.0374773	0.04663878	0.08872567	0.061293405	0.07139305	0.04828399	0.028696662	0.022298796
PATE_68	0	0.016712314	0.019001497	0.009117726	0	0	0.018948194	0.023021126	0	0.02176776	0.03294589	0.08667008	0.0771388	0.05295404	0.06753932	0.03887411	0.02167073	0.022694154	0.056061033	0.048737574	0.07020781	0.045666344	0.05005775	0.017257273	0.022158694	0.037486356	0.034675848	0.014348156
ACTI_53	0.1622044	0.14180301	0.11040122	0.106857814	0.11383446	0.19500384	0.2849404	0.10399904	0.120987706	0.075338885	0.07673936	0.12408241	0.39158592	0.56833225	0.43492928	0.31096593	0.2441303	0.13123511	0.24064149	0.22996902	0.19340366	0.2351903	0.2218606	0.092842184	0.09772624	0.19209301	0.27329522	0.106603526
PATE_56	0	0	0	0	0	0	0	0	0	0.03087895	0.09032829	0	0.02956052	0.0497787	0.34585425	0.09954548	0.10914046	0.0180126	0.10933558	0.029863505	0	0	0.4723817	0.021932103	0.012439705	0.030605886	0.18542334	0.07441871
BACT_110	0	0	0	0	0	0	0	0.03462038	0.058352306	0.08869631	0.1486433	0.11665478	0.04036264	0.032038257	0.008409878	0.013357984	0.012156561	0.019518025	0.09578864	0.19972192	0.46346003	0.29020017	0.1901791	0.02551453	0.025481189	0.016808167	0.08596175	0.06510643
ACTI_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027249528	0.04897132	0.37175673	0.4270369	0.1360628	0.032511905	0.039930493	0.010916021	0	0	0	0	0.035345998
BACT_07	0.26465094	0.10769863	0.028131675	0	0.056958962	0.009906006	0.017029483	0.12895918	0.02702568	0.077789485	0.08839146	0.16959563	0	0	0.09736263	0.03828334	0.038476728	0.14733572	0.1278476	0.036385227	0.16712758	0.0515205	0.10714206	0.343386	0.29089546	0.27611914	0.069835775	0.2875205
ACTI_02	0.062318996	0.07367552	0.12547727	0.07894704	0.11332069	0.06515045	0.24047568	0.064286776	0.13565633	0.12595123	0.09155374	0.10486151	0.08485426	0.14991094	0.34788507	0.2881718	0.3149389	0.117694914	0.094048925	0.11116514	0.12264886	0.13008665	0.1467133	0.1332006	0.07763114	0.11737236	0.16912827	0.10757916
UBA10199_01	0.009385055	0	0.018286588	0.010989222	0.01964828	0	0	0	0	0	0	0.021411141	0.024760513	0.013086081	0.008909764	0	0	0	0	0	0	0.011492981	0.14470667	0.094160505	0.104342654	0.09022385	0.020623188	0.008505974
ACTI_46	0.32646978	0.41823763	0.7155075	0.7892082	0.49901733	0.819355	0.46288407	0.12592079	0.09638357	0.20185046	0.36057624	1.0595955	2.0589726	2.4952464	1.3922813	1.1310849	0.56237423	0.275936	0.34625486	0.56525797	1.0369645	1.2892537	1.0918146	0.84673804	1.0072979	0.5385205	0.66756445	0.7706486
NANO_01	0.04398302	0.022123484	0	0	0	0	0	0	0	0.011677671	0.026331544	0.028583545	0.038637895	0	0.009051736	0	0.008819858	0.022642829	0.037358038	0	0.46350008	0.13702953	0.04122787	0.020907456	0.022880794	0	0.015836503	0.017825248
